Name,Address,Long,Lat,Num Beds
Saint Joseph's Westgate Medical Center,"7300 N 99th Ave, Glendale, AZ 85307",-112.2723744,33.5229302,0
Saint Mary's Hospital,,,,400
San Carlos Apache Healthcare,"103 Medicine Way, Peridot, AZ 85542",,,8
Santa Cruz Valley Regional Hospital,"4455 I-19 Frontage Rd, Green Valley, AZ 85614",,,49
Sells Indian Hospital,"AZ-86, Sells, AZ 85634",-111.8825049,31.9191962,14
Southern Arizona VA Health Care System,"3601 S 6th Ave, Tucson, AZ 85723",-110.96479694032043,32.18144915,0
Summit Healthcare Regional Medical Center,"2200 E Show Low Lake Rd, Show Low, AZ 85901",-110.01746316138596,34.202886050000004,89
Tempe Saint Luke's Hospital,,,,65
The CORE Institute Specialty Hospital,"6501 N 19th Ave, Phoenix, AZ 85015",-112.0987901800012,33.53222495,32
Tsehootsooi Medical Center,"Corner of Routes N12 & N7, Fort Defiance, AZ 86504",,,56
Tuba City Indian Medical Center,"167 Main St, Tuba City, AZ 86045",-111.2397454,36.1292128,73
Tucson Medical Center,,,,457
Valley View Medical Center,"5330 AZ-95, Fort Mohave, AZ 86426",,,84
Valleywise Behavioral Health Center-Maryvale,"5102 W Campbell Ave, Phoenix, AZ 85031",-112.17039238288777,33.50291885,228
Valleywise Health Medical Center,"2601 E Roosevelt St, Phoenix, AZ 85008",-112.02696451230398,33.45683085,564
Verde Valley Medical Center,"269 S Candy Ln, Cottonwood, AZ 86326",-112.03117438472592,34.73777644859566,98
Verde Valley Medical Center-Sedona Campus,"3700 W State Rte 89A, Sedona, AZ 86336",,,0
Western Arizona Regional Medical Center,"2735 Silver Creek Rd, Bullhead City, AZ 86442",-114.55580551949816,35.11060475,139
Whiteriver Indian Hospital,"200 W Hospital Dr, Whiteriver, AZ 85941",-109.95998076169903,33.8765085,40
Yavapai Regional Medical Center - East,"7700 Florentine Rd, Prescott Valley, AZ 86314",,,56
Yavapai Regional Medical Center - West,"1003 Willow Creek Rd, Prescott, AZ 86301",-112.48065370327595,34.558813549999996,206
Yuma Regional Medical Center,"2400 S Avenue A, Yuma, AZ 85364",-114.6351026,32.682658,406
Adventist Health Simi Valley,,,,144
Adventist Ukiah Valley,"275 Hospital Dr, Ukiah, CA 95482",-123.20281345538024,39.15262525,50
Downey Medical Center,,,,352
MarinHealth Medical Center,"250 Bon Air Rd, Kentfield, CA 94904",,,235
Providence Saint John's Health Center,"2121 Santa Monica Blvd 1st Floor, Santa Monica, CA 90404",,,266
Woodland Hills Medical Center,"5601 De Soto Ave, Woodland Hills, CA 91367",-118.5895399,34.1707705,252
60th Medical Group - David Grant USAF Medical Center,"101 Bodin Cir, Fairfield, CA 94533",-121.96376584643068,38.26975515,0
Adventist Health and Rideout,"726 4th St, Marysville, CA 95901",-121.59341106329825,39.1388593,209
Adventist Health Bakersfield,,,,254
Adventist Health Glendale,,,,451
Adventist Health Hanford,,,,230
Adventist Health Lodi Memorial,"975 S Fairmont Ave, Lodi, CA 95240",-121.2869666035873,38.121319,190
Adventist Health Reedley,,,,49
Adventist Health Saint Helena,"10 Woodland Rd, St Helena, CA 94574",,,130
Adventist Health Selma,,,,0
Adventist Health Sonora,,,,152
Adventist Health Tulare,"869 N Cherry St, Tulare, CA 93274",-119.33748776988766,36.22040314097195,108
Adventist Health Vallejo,"525 Oregon St, Vallejo, CA 94590",-122.25103700574081,38.1183630173495,0
Adventist Health White Memorial,"1720 East Cesar E Chavez Avenue, Los Angeles, CA 90033",-118.21730855102041,34.050973673469386,353
AHMC Anaheim Regional Medical Center,"1111 W La Palma Ave, Anaheim, CA 92801",-117.93439068729162,33.848169049999996,223
Alameda Hospital,"2070 Clinton Ave, Alameda, CA 94501",-122.25391167935555,37.7627337,215
Alhambra Hospital Medical Center,"100 S Raymond Ave, Alhambra, CA 91801",-118.144882,34.089727,144
Alta Bates Summit Medical Center,,,,354
Alta Bates Summit Medical Center Herrick Campus,"2001 Dwight Way, Berkeley, CA 94704",-122.27091380518019,37.86306425,0
Alta Bates Summit Medical Center Alta Bates Campus,"2450 Ashby Ave, Berkeley, CA 94705",-122.2572445279277,37.85540885,401
Alvarado Hospital Medical Center,"6655 Alvarado Rd, San Diego, CA 92120",-117.05720835253514,32.776616000000004,304
Anaheim Global Medical Center,"1025 S Anaheim Blvd, Anaheim, CA 92805",-117.90963023664295,33.820504099999994,183
Anaheim Medical Center,,,,484
Antelope Valley Hospital,"1600 W Ave J, Lancaster, CA 93534",-118.15954398797868,34.6866972,393
Antioch Medical Center,,,,138
Arrowhead Regional Medical Center,"400 N Pepper Ave, Colton, CA 92324",-117.352826,34.076434,456
Arroyo Grande Community Hospital,"345 S Halcyon Rd, Arroyo Grande, CA 93420",-120.59043311129251,35.11332565,67
Bakersfield Heart Hospital,"3001 Sillect Ave, Bakersfield, CA 93308",-119.03990575419954,35.3849601,47
Bakersfield Memorial Hospital,"420 34th St, Bakersfield, CA 93301",-119.00666122666846,35.39263685,421
Baldwin Park Medical Center,"1011 Baldwin Park Blvd, Baldwin Park, CA 91706",-117.98636036887852,34.065076700000006,257
Barstow Community Hospital,"820 E Mountain View St, Barstow, CA 92311",,,30
Barton Memorial Hospital,"2170 South Ave, South Lake Tahoe, CA 96150",-119.99663006457729,38.91154605,111
Beverly Hospital,"85 Herrick St, Beverly, MA 01915",-70.8751357650672,42.56415055,224
California Hospital Medical Center,"1401 S Grand Ave, Los Angeles, CA 90015",-118.26580169987598,34.03796115,318
California Mens Colony Hospital,"Colony Dr, San Luis Obispo, CA 93409",-120.6960114,35.3216917,0
Casa Colina Hospital and Centers for Healthcare,"255 E Bonita Ave, Pomona, CA 91767",-117.74572532631618,34.096313,99
Cedars-Sinai Medical Center,"8700 Beverly Blvd, Los Angeles, CA 90048",-118.38109362449856,34.0751604,880
Centinela Hospital Medical Center,"555 E Hardy St # 4W, Inglewood, CA 90301",,,345
CHA Hollywood Presbyterian Medical Center,"1300 N Vermont Ave, Los Angeles, CA 90027",-118.2900782751596,34.0963408,434
Chapman Global Medical Center,"2601 E Chapman Ave, Orange, CA 92869",-117.8267517490287,33.78851865,114
Chinese Hospital,,,,65
Chino Valley Medical Center,"5451 Walnut Ave, Chino, CA 91710",-117.68501417235612,34.0257034,112
City of Hope Comprehensive Cancer Center,,,,217
Clovis Community Medical Center,"2755 Herndon Ave, Clovis, CA 93611",-119.66061004453275,36.8412855,208
Coast Plaza Hospital,"13100 Studebaker Rd, Norwalk, CA 90650",-118.09847483143088,33.91230675,117
College Hospital Costa Mesa,"301 Victoria St, Costa Mesa, CA 92627",-117.91195558083243,33.6521001,122
College Medical Center,,,,221
Colusa Medical Center,"199 E Webster St, Colusa, CA 95932",-122.005533,39.208527,48
Community Hospital of Huntington Park,"2623 Slauson Ave, Huntington Park, CA 90255",,,81
Community Hospital of San Bernardino,"1805 Medical Center Dr, San Bernardino, CA 92411",-117.3203731049922,34.131437950000006,347
Community Hospital of the Monterey Peninsula,"23625 Holman Hwy, Monterey, CA 93940",,,286
Community Memorial Hospital,,,,201
Community Regional Medical Center,"2823 Fresno St, Fresno, CA 93721",-119.78408779817215,36.7433526,887
Concord Medical Center,,,,244
Contra Costa Regional Medical Center,"2500 Alhambra Ave, Martinez, CA 94553",-122.13250717569375,38.0066652,147
Corona Regional Medical Center,"800 S Main St, Corona, CA 92882",-117.56923537148273,33.873390150000006,238
CPMC Davies Campus,"45 Castro St, San Francisco, CA 94114",-122.43462122694451,37.768256949999994,223
CPMC Mission Bernal Campus,"3555 Cesar Chavez, San Francisco, CA 94110",,,120
CPMC Van Ness Campus,"1101 Van Ness Ave, San Francisco, CA 94109",-122.42120899999999,37.785838549999994,0
Dameron Hospital,"525 Acacia St, Stockton, CA 95203",-121.3007107971365,37.96128720047725,170
Delano Regional Medical Center,,,,107
Desert Regional Medical Center,"1150 N Indian Canyon Dr, Palm Springs, CA 92262",-116.54244075327415,33.839248,369
Desert Valley Hospital,"16850 Bear Valley Rd, Victorville, CA 92395",-117.2632773,34.4710863,148
Doctors Hospital of Manteca,"1205 E North St, Manteca, CA 95336",-121.19747114154427,37.801053249999995,73
Doctors Medical Center of Modesto,"1441 Florida Ave, Modesto, CA 95350",-120.99737101871051,37.665562800000004,447
Dominican Hospital,"1555 Soquel Dr, Santa Cruz, CA 95065",-121.98355367962361,36.99011325,222
East Los Angeles Doctors Hospital,"4060 Whittier Blvd, Los Angeles, CA 90023",-118.1843731349353,34.023160250000004,127
Eden Medical Center,"20103 Lake Chabot Rd, Castro Valley, CA 94546",-122.08927136875985,37.698084449999996,130
Eisenhower Medical Center,"39000 Bob Hope Dr, Rancho Mirage, CA 92270",-116.406171354673,33.763364949999996,368
El Camino Hospital Los Gatos Campus,"815 Pollard Rd, Los Gatos, CA 95032",-121.96914062726043,37.2630567,0
El Camino Hospital Mountain View Campus,"2500 Grant Rd, Mountain View, CA 94040",-122.079862859814,37.36885985000001,443
El Centro Regional Medical Center,,,,161
Emanate Health Foothill Presbyterian Hospital,"250 S Grand Ave, Glendora, CA 91741",-117.87146676134782,34.132921,105
Emanate Health Inter-Community Hospital,"210 W San Bernardino Rd, Covina, CA 91723",-117.89343076496034,34.08834565,516
Emanate Health Queen of the Valley Hospital,"1115 S Sunset Ave, West Covina, CA 91790",-117.94545831391966,34.06406025,325
Emanuel Medical Center,"117 Kight Rd, Swainsboro, GA 30401",,,209
Encino Hospital Medical Center,"16237 Ventura Blvd, Encino, CA 91436",-118.4868709353006,34.15736795,148
Enloe Medical Center,"1531 Esplanade, Chico, CA 95926",-121.8502719422056,39.74250845,338
Fairmont Rehabilitation and Wellness,"950 S Fairmont Ave, Lodi, CA 95240",-121.28565905882353,38.12166717647059,0
Fairview Developmental Center,"2501 Harbor Blvd, Costa Mesa, CA 92626",-117.92488590785905,33.6622708,30
Fontana Medical Center,"9961 Sierra Ave, Fontana, CA 92335",-117.43345313175564,34.0722265,626
Foothill Regional Medical Center,"14662 Newport Ave, Tustin, CA 92780",-117.828255270753,33.7302231,177
Fountain Valley Regional Hospital and Medical Center,"11100-11190 Warner Ave, Fountain Valley, CA 92708",,,400
French Hospital Medical Center,"1911 Johnson Ave, San Luis Obispo, CA 93401",-120.65152559973455,35.27788735,98
Fresno Heart & Surgical Hospital,"15 E Audubon Dr, Fresno, CA 93720",-119.78836026727862,36.8599472,57
Fresno Medical Center,,,,169
Fresno Surgical Hospital,"6125 N Fresno St, Fresno, CA 93710",-119.7814280493874,36.82496036380463,27
Garden Grove Hospital and Medical Center,"12601 Garden Grove Blvd, Garden Grove, CA 92843",-117.9128811157726,33.77506515,167
Garfield Medical Center,"525 N Garfield Ave, Monterey Park, CA 91754",,,210
Glendale Memorial Hospital & Health Center,"1420 S Central Ave, Glendale, CA 91204",-118.25631547621956,34.1275924,304
Glendora Oaks Behavioral Health Hospital,"150 W Rte 66, Glendora, CA 91740",-117.86311847838545,34.12889278833237,128
Goleta Valley Cottage Hospital,,,,28
Good Samaritan Hospital,,,,342
Good Samaritan Hospital,,,,310
Good Samaritan Hospital North,,,,64
Greater El Monte Community Hospital,"1701 Santa Anita Ave, South El Monte, CA 91733",-118.04342975352006,34.04792215,117
Harbor-UCLA Medical Center,"1000 W Carson St, Torrance, CA 90502",-118.3095339,33.8314711,428
Hazel Hawkins Memorial Hospital,"911 Sunset Dr, Hollister, CA 95023",-121.38632678126967,36.8343282,168
Hemet Global Medical Center,"1117 E Devonshire Ave, Hemet, CA 92543",-116.9600177551539,33.75115709771385,417
Henry Mayo Newhall Memorial Hospital,"23845 McBean Pkwy, Valencia, CA 91355",-118.55332979827907,34.397909049999996,238
Hi-Desert Medical Center,"6601 White Feather Rd, Joshua Tree, CA 92252",-116.27504867355569,34.131822,175
Highland Hospital,,,,372
Hoag Hospital Irvine,"16200 Sand Canyon Ave, Irvine, CA 92618",-117.77269563472002,33.66071145,0
Hoag Hospital Newport Beach,"Orange County, California, United States",-117.8704931,33.7500378,518
Hoag Orthopedic Institute,"16250 Sand Canyon Ave, Irvine, CA 92618",-117.7543082,33.6813885,70
Huntington Beach Hospital,"17772 Beach Blvd, Huntington Beach, CA 92647",-117.98736786236547,33.70383355,131
Huntington Hospital,,,,568
Inland Valley Medical Center,"36485 Inland Valley Dr, Wildomar, CA 92595",-117.23822229338492,33.59148725,0
John F. Kennedy Memorial Hospital,"47111 Monroe St, Indio, CA 92201",-116.23612764229054,33.7061251,130
Kaiser Permanente Roseville Medical Center,"1600 Eureka Rd, Roseville, CA 95661",-121.25007754766285,38.74651305,340
Kaiser Permanente San Diego Medical Center,,,,0
Kaiser Permanente San Francisco Medical Center,,,,239
Kaiser Permanente South San Francisco Medical Center,"1200 El Camino Real, South San Francisco, CA 94080",-122.43985693178024,37.65965475,120
Kaiser Permanente Zion Medical Center,"4647 Zion Ave, San Diego, CA 92120",-117.09498300667414,32.79141215,536
Kaweah Delta Health Care District,"400 W Mineral King Ave, Visalia, CA 93291",-119.29410951801157,36.328594,581
Keck Hospital of USC,"1818 Verdugo Blvd Ste 300, Glendale, CA 91208",,,330
Kern Medical Center,"1700 Mt Vernon Ave, Bakersfield, CA 93306",-118.97023861539468,35.3826708,222
LA Downtown Medical Center Downtown Campus,,,,234
La Palma Intercommunity Hospital,"7901 Walker St, La Palma, CA 90623",-118.03883544826569,33.84711755,140
Laguna Honda Hospital and Rehabilitation Center,"375 Laguna Honda Blvd, San Francisco, CA 94116",-122.45729651523612,37.7494814,780
Lakewood Regional Medical Center,"3700 E South St, Lakewood, CA 90712",,,172
Loma Linda University Children's Hospital,"11234 Anderson St, Loma Linda, CA 92354",-117.26343554537584,34.04911185,343
Loma Linda University Medical Center,"11234 Anderson St, Loma Linda, CA 92354",-117.26343554537584,34.04911185,524
Loma Linda University Medical Center - Murrieta,"28062 Baxter Rd, Murrieta, CA 92563",-117.16858006444426,33.61476705,112
Loma Linda University Medical Center East Campus,"25333 Barton Rd, Loma Linda, CA 92354",-117.25021802862065,34.04666685,0
Loma Linda University Surgical Hospital,"26780 Barton Rd, Redlands, CA 92373",-117.2122592,34.0482096,0
Lompoc Valley Medical Center,"1515 E Ocean Ave, Lompoc, CA 93436",-120.43958180144693,34.64120565,170
Long Beach Medical Center,,,,453
Los Alamitos Medical Center,"3751 Katella Ave, Los Alamitos, CA 90720",-118.0671432174315,33.804075850000004,146
Los Angeles Community Hospital,"4081 E Olympic Blvd, Los Angeles, CA 90023",-118.1864606,34.0191797,324
Los Angeles Community Hospital at Norwalk,"13222 Bloomfield Ave, Norwalk, CA 90650",-118.06394685621589,33.910749949999996,0
Los Angeles County and University of Southern California Medical Center,,,,670
Los Angeles Medical Center,"2115 Compton Ave #301, Corona, CA 92881",,,528
Los Robles Regional Medical Center,"215 W Janss Rd, Thousand Oaks, CA 91360",-118.88314660772305,34.20779005,327
Mad River Community Hospital,"3800 Janes Rd, Arcata, CA 95521",-124.09130435053777,40.896175299999996,49
Madera Community Hospital,"1250 E Almond Ave, Madera, CA 93637",-120.04464020126886,36.94433135,106
Manteca Medical Center,,,,251
Marian Regional Medical Center,"1400 E Church St, Santa Maria, CA 93454",-120.41323589032642,34.951438249999995,388
Marina Del Rey Hospital,"4650 Lincoln Blvd, Marina Del Rey, CA 90292",-118.4401292012784,33.98135232254192,103
Marshall Medical Center,"8000 AL-69, Guntersville, AL 35976",-86.3152716,34.3536557,124
"Martin Luther King, Jr. Community Hospital","1680 E 120th St, Los Angeles, CA 90059",-118.24269392395072,33.92289615,131
Mee Memorial Hospital,"300 Canal St, King City, CA 93930",-121.13281266341863,36.206349349999996,95
Memorial Hospital Los Banos,"520 W I St, Los Banos, CA 93635",-120.8591580347306,37.064121,40
Memorial Hospital of Gardena,"1145 W Redondo Beach Blvd, Gardena, CA 90247",-118.29505014585055,33.89312165,172
Memorial Medical Center,,,,419
Menifee Global Medical Center,"28400 McCall Blvd, Menifee, CA 92585",-117.1680930126495,33.7193976,84
Menlo Park Surgical Hospital,"570 Willow Rd, Menlo Park, CA 94025",-122.1590573,37.4615473,16
Mercy General Hospital,"4001 J St, Sacramento, CA 95819",-121.45302027905446,38.57057075,419
Mercy Hospital Downtown Bakersfield,"2215 Truxtun Ave, Bakersfield, CA 93301",-119.0276306,35.37267355,226
Mercy Hospital of Folsom,"1650 Creekside Dr, Folsom, CA 95630",-121.14656860101317,38.6701231,106
Mercy Hospital Southwest,"400 Old River Rd, Bakersfield, CA 93311",-119.1129403208142,35.35233055,0
Mercy Medical Center,,,,186
Mercy Medical Center Redding,"2175 Rosaline Ave, Redding, CA 96001",-122.39588280195213,40.571750249999994,262
Mercy San Juan Medical Center,"6501 Coyle Ave, Carmichael, CA 95608",,,370
Methodist Hospital,,,,348
Methodist Hospital of Sacramento,"7500 Hospital Dr, Sacramento, CA 95823",-121.41634890895006,38.463021299999994,329
Mills-Peninsula Medical Center,"1501 Trousdale Dr, Burlingame, CA 94010",-122.38367483626453,37.5920174,301
Mission Community Hospital,"14850 Roscoe Blvd, Panorama City, CA 91402",-118.45647402657065,34.22036305,145
Mission Hospital Laguna Beach,,,,189
Mission Hospital Mission Viejo,"27700 Medical Center Rd, Mission Viejo, CA 92691",-117.66511926788004,33.56148575,523
Modesto Medical Center,,,,0
Montclair Hospital Medical Center,"5000 San Bernardino St, Montclair, CA 91763",-117.69579950586069,34.07903925,106
Monterey Park Hospital,"900 S Atlantic Blvd, Monterey Park, CA 91754",-118.13808529561979,34.04980485,101
