NAME,ADDRESS,CITY,STATE,COUNTRY,ZIP,TYPE,STATUS,POPULATION,COUNTY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,OWNER,BEDS
SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,USA,94509,GENERAL ACUTE CARE,OPEN,145,CONTRA COSTA,37.98223445,-121.8029785,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.sutterdelta.org,NON-PROFIT,145
KAISER FND HOSP - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,USA,95825,GENERAL ACUTE CARE,OPEN,287,SACRAMENTO,38.60179775,-121.393144,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.kaiserpermanente.org,NON-PROFIT,287
SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,USA,95945,GENERAL ACUTE CARE,OPEN,104,NEVADA,39.22801629,-121.0474998,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.snmh.org,NON-PROFIT,104
KAISER FND HOSP - ANAHEIM,441 LAKEVIEW AVENUE,ANAHEIM,CA,USA,92807,GENERAL ACUTE CARE,CLOSED,326,ORANGE,33.85392639,-117.8173843,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Products/Listings.html,http://www.kp.org,NON-PROFIT,326
LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,USA,90623,GENERAL ACUTE CARE,OPEN,141,ORANGE,33.84751418,-118.0383023,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.lapalmaintercommunityhospital.com,NON-PROFIT,141
SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,654 CAMINO DE LOS MARES,SAN CLEMENTE,CA,USA,92673,GENERAL ACUTE CARE,CLOSED,73,ORANGE,33.45706524,-117.6501839,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.memorialcare.org,NON-PROFIT,73
FREMONT MEDICAL CENTER,970 PLUMAS STREET,YUBA CITY,CA,USA,95991,GENERAL ACUTE CARE,OPEN,46,SUTTER,39.14310632,-121.618012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.frhg.org/,NON-PROFIT,46
NEW HORIZONS LANIER PARK HOSPITAL,675 WHITE SULPHUR ROAD,GAINESVILLE,GA,USA,30501,GENERAL ACUTE CARE,CLOSED,-999,HALL,34.32080384,-83.79500295,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://167.193.144.247/,http://www.nghs.com/long-term-care,NON-PROFIT,-999
PIEDMONT MOUNTAINSIDE HOSPITAL,1266 EAST CHURCH STREET,JASPER,GA,USA,30143,GENERAL ACUTE CARE,OPEN,48,PICKENS,34.45824868,-84.41291289,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.piedmontmountainsidehospital.org,NON-PROFIT,48
ST MARYS HEALTH CARE SYSTEM,1230 BAXTER STREET,ATHENS,GA,USA,30606,GENERAL ACUTE CARE,OPEN,165,CLARKE,33.94722132,-83.40525246,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.stmarysathens.com,NON-PROFIT,165
MERCY HOSPITAL OZARK,801 WEST RIVER STREET,OZARK,AR,USA,72949,GENERAL ACUTE CARE,OPEN,-999,FRANKLIN,35.48582001,-93.83344375,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,NOT AVAILABLE,NOT AVAILABLE,-999
WESTERLY HOSPITAL,25 WELLS ST,WESTERLY,RI,USA,2891,GENERAL ACUTE CARE,OPEN,125,WASHINGTON,41.36218908,-71.82530324,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ri.gov/licenses/detail.php?id=207,http://www.westerlyhospital.org/,NON-PROFIT,125
ST MARYS HOSPITAL,700 SOUTH PARK ST,MADISON,WI,USA,53715,GENERAL ACUTE CARE,OPEN,440,DANE,43.05933846,-89.40142922,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.stmarysmadison.com,NON-PROFIT,440
MINISTRY DOOR COUNTY MEDICAL CENTER,323 SOUTH 18TH AVENUE,STURGEON BAY,WI,USA,54235,GENERAL ACUTE CARE,OPEN,25,DOOR,44.8327027,-87.35333553,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.ministryhealth.org,NON-PROFIT,25
ST JOSEPH HOSPITAL DBA LIBERTAS,1701 DOUSMAN ST,GREEN BAY,WI,USA,54303,GENERAL ACUTE CARE,OPEN,24,BROWN,44.53382025,-88.06358371,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,www.libertascenter.org/?,NON-PROFIT,24
MERCY HOSPITAL ROGERS,2710 RIFE MEDICAL LANE,ROGERS,AR,USA,72758,GENERAL ACUTE CARE,OPEN,-999,BENTON,36.30899285,-94.18297802,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,NOT AVAILABLE,NOT AVAILABLE,-999
COLUMBUS COM HSPTL,1515 PARK AVE,COLUMBUS,WI,USA,53925,GENERAL ACUTE CARE,OPEN,25,COLUMBIA,43.32260735,-89.03537068,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.cch-inc.com,NON-PROFIT,25
PRAIRIE DU CHIEN MEMORIAL HOSPITAL,705 E TAYLOR ST,PRAIRIE DU CHIEN,WI,USA,53821,GENERAL ACUTE CARE,CLOSED,25,CRAWFORD,43.04460371,-91.13768751,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dhs.wisconsin.gov/bqaconsumer/healthcare/HospitalCty.pdf,http://www.pdcmemorialhospital.org,NON-PROFIT,25
BERLIN MEMORIAL HOSPITAL,225 MEMORIAL DRIVE,BERLIN,WI,USA,54923,GENERAL ACUTE CARE,OPEN,25,GREEN LAKE,43.97847715,-88.94122636,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.chnwi.org,NON-PROFIT,25
GOOD SAMARITAN HLTH CTR,601 S CENTER AVE,MERRILL,WI,USA,54452,GENERAL ACUTE CARE,OPEN,25,LINCOLN,45.17563254,-89.68183128,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.ministryhealth.org,NON-PROFIT,25
WHEATON FRANCISCAN HEALTHCARE- FRANKLIN INC,10101 SOUTH 27TH STREET,FRANKLIN,WI,USA,53132,GENERAL ACUTE CARE,OPEN,52,MILWAUKEE,42.86001258,-87.9540681,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.mywheaton.org/,NON-PROFIT,52
FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,USA,53226,GENERAL ACUTE CARE,OPEN,596,MILWAUKEE,43.04086156,-88.02461256,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.froedtert.com,NON-PROFIT,596
WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,USA,53215,GENERAL ACUTE CARE,OPEN,260,MILWAUKEE,42.98565775,-87.93465729,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.mywheaton.org,NON-PROFIT,260
COLUMBIA CENTER,13125 N PORT WASHINGTON RD,MEQUON,WI,USA,53097,GENERAL ACUTE CARE,OPEN,17,OZAUKEE,43.25667793,-87.92615796,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.columbiacenter.org,NON-PROFIT,17
ST CROIX REG MED CTR,235 STATE STREET,SAINT CROIX FALLS,WI,USA,54024,GENERAL ACUTE CARE,OPEN,25,POLK,45.40903243,-92.64257812,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.scrmc.org,NON-PROFIT,25
FLAMBEAU HSPTL,98 SHERRY AVE,PARK FALLS,WI,USA,54552,GENERAL ACUTE CARE,OPEN,25,PRICE,45.93031536,-90.44146647,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.flambeauhospital.org,NON-PROFIT,25
WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,USA,53405,GENERAL ACUTE CARE,OPEN,314,RACINE,42.73165045,-87.82650281,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.allsaintshealth.com,NON-PROFIT,314
BELOIT HEALTH SYSTEM,1969 W HART RD,BELOIT,WI,USA,53511,GENERAL ACUTE CARE,OPEN,256,ROCK,42.54829771,-89.00843152,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.beloithealthsystem.org,NON-PROFIT,256
WESTFIELDS HOSPITAL,535 HOSPITAL RD,NEW RICHMOND,WI,USA,54017,GENERAL ACUTE CARE,OPEN,25,ST. CROIX,45.11776075,-92.55550038,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.westfieldshospital.com,NON-PROFIT,25
AURORA SHEBOYGAN MEM MED CTR,2629 N 7TH ST,SHEBOYGAN,WI,USA,53083,GENERAL ACUTE CARE,OPEN,185,SHEBOYGAN,43.77338685,-87.70999507,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.aurorahealthcare.org,NON-PROFIT,185
ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,WI,USA,53081,GENERAL ACUTE CARE,OPEN,185,SHEBOYGAN,43.7623479,-87.74753796,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.stnicholashospital.org,NON-PROFIT,185
HAYWARD AREA MEMORIAL HOSPITAL,11040 N STATE RD 77,HAYWARD,WI,USA,54843,GENERAL ACUTE CARE,OPEN,25,SAWYER,46.0347968,-91.48574688,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.hamhnh.com,NON-PROFIT,25
TRI COUNTY MEM HSPTL,18601 LINCOLN ST PO BOX 65,WHITEHALL,WI,USA,54773,GENERAL ACUTE CARE,OPEN,25,TREMPEALEAU,44.36432625,-91.3187495,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.tricountymemorial.org/index.html,NON-PROFIT,25
VERNON MEM HSPTL,507 SOUTH MAIN ST,VIROQUA,WI,USA,54665,GENERAL ACUTE CARE,OPEN,25,VERNON,43.55167397,-90.88839128,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.vmh.org,NON-PROFIT,25
AURORA MED CTR OSHKOSH,855 N WESTHAVEN DRIVE,OSHKOSH,WI,USA,54904,GENERAL ACUTE CARE,OPEN,84,WINNEBAGO,44.02774678,-88.59521837,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.aurorahealthcare.com,NON-PROFIT,84
PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,USA,90241,GENERAL ACUTE CARE,OPEN,199,LOS ANGELES,33.9343518,-118.130904,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.pihhealth.org/,NON-PROFIT,199
PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,4320 MARICOPA STREET,TORRANCE,CA,USA,90503,GENERAL ACUTE CARE,OPEN,115,LOS ANGELES,33.83934812,-118.3597215,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://california.providence.org/,NON-PROFIT,115
GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS,205 PARKER ST,BOSCOBEL,WI,USA,53805,CRITICAL ACCESS,OPEN,25,GRANT,43.13318413,-90.70863516,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.gundersenhealth.org/boscobel,NON-PROFIT,25
ACADIA GENERAL HOSPITAL,1305 CROWLEY RAYNE HIGHWAY,CROWLEY,LA,USA,70526,GENERAL ACUTE CARE,OPEN,-999,ACADIA,30.22600918,-92.36365071,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.lafayettegeneral.com/our_facilities/main_facilities/acadia_general_hospital.aspx,NON-PROFIT,-999
BANNER FORT COLLINS MEDICAL CENTER,4700 LADY MOON DR,FORT COLLINS,CO,USA,80528,GENERAL ACUTE CARE,OPEN,22,LARIMER,40.52112296,-105.0093607,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,http://www.bannerhealth.com/Locations/Colorado/Banner+Fort+Collins+Medical+Center/_Banner+Fort+Collins+Medical+Center+home+page.htm,NON-PROFIT,22
MEDSTAR-GEORGETOWN UNIVERSITY MEDICAL CENTER,"3800 RESERVOIR ROAD, NW",WASHINGTON,DC,USA,20007,GENERAL ACUTE CARE,OPEN,609,DISTRICT OF COLUMBIA,38.91195851,-77.07525457,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://doh.dc.gov/node/173192,http://www.medstargeorgetown.org/#q={},GOVERNMENT - STATE,609
BAYFRONT HEALTH DADE CITY,13100 FORT KING RD,DADE CITY,FL,USA,33525,GENERAL ACUTE CARE,OPEN,120,PASCO,28.34796286,-82.20072008,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,www.bayfrontdadecity.com,PROPRIETARY,120
POINCIANA MEDICAL CENTER,325 CYPRESS PKWY,KISSIMMEE,FL,USA,34758,GENERAL ACUTE CARE,OPEN,76,OSCEOLA,28.14478076,-81.47668786,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://poincianamedicalcenter.com/,PROPRIETARY,76
ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,1670 ST. VINCENT'S WAY,MIDDLEBURG,FL,USA,32068,GENERAL ACUTE CARE,OPEN,106,CLAY,30.10876243,-81.83268869,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,http://www.jaxhealth.com/,NON-PROFIT,106
DECATUR COUNTY HOSPITAL,1405 NORTHWEST CHURCH STREET,LEON,IA,USA,50144,GENERAL ACUTE CARE,OPEN,25,DECATUR,40.75087608,-93.74547615,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.decaturcountyhospital.org,GOVERNMENT - LOCAL,25
ANDERSON COUNTY HOSPITAL,421 SOUTH MAPLE STREET,GARNETT,KS,USA,66032,CRITICAL ACCESS,OPEN,41,ANDERSON,38.279877,-95.25033865,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.kdheks.gov/bhfr/fac_list/,http://www.saint-lukes.org,NON-PROFIT,41
KEARNY COUNTY HOSPITAL,500 THORPE STREET,LAKIN,KS,USA,67860,CRITICAL ACCESS,OPEN,25,KEARNY,37.94659327,-101.2519299,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.kdheks.gov/bhfr/fac_list/,http://www.kearnycountyhospital.com,GOVERNMENT - LOCAL,25
SOUTHWEST MEDICAL CENTER,315 WEST 15TH STREET,LIBERAL,KS,USA,67901,GENERAL ACUTE CARE,OPEN,101,SEWARD,37.05668308,-100.9267883,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.kdheks.gov/bhfr/fac_list/,http://www.swmedcenter.com,GOVERNMENT - LOCAL,101
EDWARDS COUNTY HOSPITAL,620 WEST EIGHTH STREET,KINSLEY,KS,USA,67547,CRITICAL ACCESS,OPEN,22,EDWARDS,37.92124642,-99.42022212,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.kdheks.gov/bhfr/fac_list/,http://www.edwardscohospital.com,GOVERNMENT - LOCAL,22
OTTAWA COUNTY HEALTH CENTER,215 E 8TH STREET,MINNEAPOLIS,KS,USA,67467,CRITICAL ACCESS,OPEN,42,OTTAWA,39.12933196,-97.70394425,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.kdheks.gov/bhfr/fac_list/,http://www.ottawacountyhealthcenter.com,NON-PROFIT,42
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,USA,2492,GENERAL ACUTE CARE,OPEN,58,NORFOLK,42.2771,-71.2369,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.bidmc.org/CentersandDepartments/Departments/OtherLocations/BethIsraelDeaconessHospitalNeedham.aspx,NON-PROFIT,58
NORWOOD HOSPITAL,800 WASHINGTON ROAD,NORWOOD,MA,USA,2062,GENERAL ACUTE CARE,OPEN,215,NORFOLK,42.189,-71.2021,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,https://www.norwood-hospital.org/,PROPRIETARY,215
CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,230 HIGHLAND AVENUE,SOMERVILLE,MA,USA,2143,GENERAL ACUTE CARE,OPEN,124,MIDDLESEX,42.39,-71.1094,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.challiance.org/Locations/SomervilleHospitalcampus.aspx,GOVERNMENT - DISTRICT/AUTHORITY,124
MERCY HOSPITAL FORT SMITH,7301 ROGERS AVENUE,FORT SMITH,AR,USA,72903,GENERAL ACUTE CARE,OPEN,336,SEBASTIAN,35.35586599,-94.35205497,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.stedwardmercy.com,NON-PROFIT,336
WHITE COUNTY MEDICAL CENTER - SOUTH CAMPUS,1200 SOUTH MAIN STREET,SEARCY,AR,USA,72143,GENERAL ACUTE CARE,OPEN,193,WHITE,35.23409441,-91.73107431,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.wcmc.org,NON-PROFIT,193
WHITE COUNTY MEDICAL CENTER - NORTH CAMPUS,3214 EAST RACE AVENUE,SEARCY,AR,USA,72143,GENERAL ACUTE CARE,OPEN,286,WHITE,35.25188604,-91.69700113,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.wcmc.org,NON-PROFIT,286
RIVER VALLEY MEDICAL CENTER,200 NORTH THIRD STREET,DARDANELLE,AR,USA,72834,CRITICAL ACCESS,OPEN,35,YELL,35.22047614,-93.15729817,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,NOT AVAILABLE,PROPRIETARY,35
BAPTIST HEALTH MEDICAL CENTER - ARKADELPHIA,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,USA,71923,CRITICAL ACCESS,OPEN,25,CLARK,34.12291357,-93.08882416,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.baptist-health.com/locations/accesspoint.aspx?accessPointID=187,NON-PROFIT,25
MERCY HOSPITAL BERRYVILLE,214 CARTER STREET,BERRYVILLE,AR,USA,72616,CRITICAL ACCESS,OPEN,25,CARROLL,36.3590621,-93.55182577,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.mercy.net/practice/mercy-hospital-berryville,NON-PROFIT,25
EUREKA SPRINGS HOSPITAL,24 NORRIS STREET,EUREKA SPRINGS,AR,USA,72632,CRITICAL ACCESS,OPEN,22,CARROLL,36.40016379,-93.74423592,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.eurekaspringshospital.com,PROPRIETARY,22
BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,WARREN,AR,USA,71671,CRITICAL ACCESS,OPEN,35,BRADLEY,33.61036413,-92.05925489,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.bradleycountymedicalcenter.com,NON-PROFIT,35
FIVE RIVER MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,USA,72455,GENERAL ACUTE CARE,OPEN,50,RANDOLPH,36.28976027,-90.99738763,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.fiveriversmedicalcenter.com,NON-PROFIT,50
DALLAS COUNTY MEDICAL CENTER,201 NORTH CLIFTON STREET,FORDYCE,AR,USA,71742,CRITICAL ACCESS,OPEN,25,DALLAS,33.81085539,-92.42558764,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.dallascountymedicalcenter.com,GOVERNMENT - LOCAL,25
CRITTENDEN HOSPITAL ASSOCIATION,200 WEST TYLER AVENUE,WEST MEMPHIS,AR,USA,72301,GENERAL ACUTE CARE,CLOSED,152,CRITTENDEN,35.14311024,-90.18909851,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.arkansassiteselection.com/aedc/gis-data-download.aspx,http://www.crittendenregional.org/,NON-PROFIT,152
OUACHITA CO. MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,USA,71701,GENERAL ACUTE CARE,OPEN,100,OUACHITA,33.57582113,-92.83673933,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.ouachitamedcenter.com,NON-PROFIT,100
NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH WILLOW,HARRISON,AR,USA,72601,GENERAL ACUTE CARE,OPEN,174,BOONE,36.23653136,-93.10913937,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.narmc.com,NON-PROFIT,174
STONE COUNTY MEDICAL CENTER,"2106 EAST MAIN STREET, HIGHWAY 14 EAST",MOUNTAIN VIEW,AR,USA,72560,CRITICAL ACCESS,OPEN,25,STONE,35.85658313,-92.08286453,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.whiteriverhealthsystem.com,NON-PROFIT,25
PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,USA,72454,CRITICAL ACCESS,OPEN,25,CLAY,36.39011947,-90.20483796,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.piggottcommunityhospital.com,GOVERNMENT - LOCAL,25
BAPTIST HEALTH - HEBER SPRINGS,1800 BYPASS ROAD,HEBER SPRINGS,AR,USA,72543,CRITICAL ACCESS,OPEN,25,CLEBURNE,35.48856958,-92.05798114,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.baptist-health.com/maps-directions/bhmc-heber-springs,NON-PROFIT,25
ST. VINCENT MORRILTON,4 HOSPITAL DRIVE,MORRILTON,AR,USA,72110,CRITICAL ACCESS,OPEN,35,CONWAY,35.16801491,-92.72135132,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,https://www.stvincenthealth.com/morrilton/,NON-PROFIT,35
UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET,LITTLE ROCK,AR,USA,72205,GENERAL ACUTE CARE,OPEN,400,PULASKI,34.74902515,-92.32013731,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,http://www.uamshealth.com/?id=1&sid=1,GOVERNMENT - STATE,400
BAPTIST HEALTH MEDICAL CENTER - NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,LITTLE ROCK,AR,USA,72117,GENERAL ACUTE CARE,OPEN,248,PULASKI,34.78365489,-92.22340916,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,https://www.baptist-health.com/locations/accesspoint.aspx?accessPointID=190,NON-PROFIT,248
ST. VINCENT DOCTORS HOSPITAL,6101 ST. VINCENT CIRCLE,LITTLE ROCK,AR,USA,72205,GENERAL ACUTE CARE,CLOSED,252,PULASKI,34.74770221,-92.34409912,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.arkansassiteselection.com/aedc/gis-data-download.aspx,https://www.stvincenthealth.com/,NON-PROFIT,252
